booking_id,user_id,partner_id,booking_date,travel_date,amount_usd,destination_country,booking_status,days_to_travel,name,email,country_x,signup_date,loyalty_status,age,preferred_travel_type,partner_name,partner_type,country_y,rating
275,86,23,2024-08-13,2025-07-11,1675.72,Mozambique,Pending,332,Robert Rice,kmckinney@hotmail.com,New Zealand,2022-10-11,Platinum,34,Adventure,Figueroa PLC,Hotel,Greenland,2.0
276,87,3,2025-02-21,2026-04-15,1843.86,Norway,Pending,418,Patricia Rowland,andrea88@gonzalez.com,Luxembourg,2022-12-16,Bronze,66,Relaxation,Mcdonald-Walker,Hotel,Cyprus,2.0
277,129,16,2024-08-27,2025-10-07,634.5,Palau,Confirmed,406,Rick Martinez,qmorrison@gmail.com,Guernsey,2025-04-01,Platinum,20,Relaxation,Gonzalez and Sons,Airline,Pakistan,3.0
277,129,16,2024-08-27,2025-10-07,634.5,Palau,Confirmed,406,Rick Martinez,qmorrison@gmail.com,Guernsey,2025-04-01,Platinum,20,Relaxation,Gonzalez and Sons,Airline,Pakistan,2.0
277,129,16,2024-08-27,2025-10-07,634.5,Palau,Confirmed,406,Rick Martinez,qmorrison@gmail.com,Guernsey,2025-04-01,Platinum,20,Relaxation,Gonzalez and Sons,Airline,Pakistan,2.0
278,156,8,2025-01-23,2025-08-03,1786.06,Benin,Pending,192,Matthew Morgan,waynewarner@norton.com,Angola,2023-02-27,Platinum,40,Adventure,"Castro, Howard and Jackson",Airline,Saint Martin,4.0
279,36,18,2023-06-08,2025-06-30,1776.63,Bermuda,Confirmed,753,David Warren,jay82@kemp-burke.com,American Samoa,2023-01-12,Silver,38,Business,Cooke Inc,Hotel,Colombia,
280,181,8,2025-02-09,2025-10-02,1446.51,Montenegro,Pending,235,David Hodges,corey68@gmail.com,China,2023-05-31,Bronze,40,Cultural,"Castro, Howard and Jackson",Airline,Saint Martin,
281,41,26,2024-11-01,2025-08-04,1633.18,Tajikistan,Pending,276,Daniel Robinson,tdavis@yahoo.com,Andorra,2025-01-31,Silver,30,Romantic,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,
282,153,26,2024-05-27,2025-12-09,507.26,Cook Islands,Cancelled,561,Adam Calderon,heather43@lucas.com,Oman,2023-06-24,Platinum,64,Cultural,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,2.0
283,189,21,2024-04-19,2025-07-21,424.01,Botswana,Cancelled,458,Tanya Green,dustin00@yahoo.com,Uganda,2024-07-17,Platinum,26,Adventure,"Monroe, Solis and Howell",Airline,Cyprus,
284,92,19,2023-10-04,2025-11-04,552.35,Libyan Arab Jamahiriya,Confirmed,762,Sarah Thompson,stantonjoshua@hotmail.com,Andorra,2022-11-09,Silver,49,Business,Phillips LLC,Hotel,Iceland,
285,94,27,2024-05-26,2026-04-07,1194.77,Czech Republic,Pending,681,Michelle Hill,bethanyrivera@hotmail.com,British Virgin Islands,2024-01-20,Bronze,68,Business,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
286,182,11,2024-06-29,2025-11-23,716.68,Bhutan,Confirmed,512,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,"Hawkins, Ward and Wagner",Hotel,Iceland,2.0
287,91,24,2024-02-18,2026-02-20,1215.57,Antigua and Barbuda,Pending,733,Holly Mcknight,vargasanthony@gmail.com,New Caledonia,2022-12-16,Bronze,19,Relaxation,Gonzalez and Sons,Hotel,Singapore,
288,104,3,2023-08-18,2025-05-27,476.04,Philippines,Pending,648,Heather Taylor,dmartinez@nguyen.info,Kuwait,2024-11-16,Silver,70,Adventure,Mcdonald-Walker,Hotel,Cyprus,5.0
288,104,3,2023-08-18,2025-05-27,476.04,Philippines,Pending,648,Heather Taylor,dmartinez@nguyen.info,Kuwait,2024-11-16,Silver,70,Adventure,Mcdonald-Walker,Hotel,Cyprus,4.0
289,146,26,2024-12-28,2025-09-29,621.31,Niue,Cancelled,275,Ann Smith,michael69@torres.biz,Germany,2022-05-27,Silver,21,Business,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,2.0
290,32,26,2025-05-07,2025-12-23,1794.2,Equatorial Guinea,Cancelled,230,Neil Anderson,contrerasrobert@hoffman.com,France,2024-05-13,Platinum,44,Romantic,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,1.0
291,119,6,2023-10-06,2025-08-19,55.85,Congo,Pending,683,Kara Torres,jenkinssandra@west.com,Kuwait,2024-06-18,Silver,48,Romantic,"Gardner, Davis and Weaver",Airline,Peru,
292,123,21,2025-03-05,2026-01-15,1513.95,Netherlands Antilles,Cancelled,316,Dylan Kim,ericwilliams@wilson.net,Falkland Islands (Malvinas),2024-07-29,Silver,27,Relaxation,"Monroe, Solis and Howell",Airline,Cyprus,4.0
292,123,21,2025-03-05,2026-01-15,1513.95,Netherlands Antilles,Cancelled,316,Dylan Kim,ericwilliams@wilson.net,Falkland Islands (Malvinas),2024-07-29,Silver,27,Relaxation,"Monroe, Solis and Howell",Airline,Cyprus,4.0
293,112,15,2024-11-10,2025-07-12,464.79,British Virgin Islands,Pending,244,Amanda Green,efox@simpson.net,Tunisia,2024-03-13,Bronze,37,Business,"Martinez, Adams and Heath",Hotel,Fiji,
294,20,3,2023-09-12,2025-10-28,335.86,Liberia,Pending,777,Jennifer Jones,stuartmichael@hotmail.com,French Guiana,2022-09-11,Bronze,59,Romantic,Mcdonald-Walker,Hotel,Cyprus,2.0
295,95,7,2024-12-13,2025-06-17,669.2,Namibia,Cancelled,186,Tiffany Allen,greenstephen@gmail.com,South Georgia and the South Sandwich Islands,2023-10-14,Silver,62,Cultural,Williams-Sexton,Hotel,United States of America,2.0
296,134,18,2024-01-20,2025-11-03,538.18,Mauritius,Confirmed,653,Donald Johnson,uwright@scott.biz,Angola,2024-02-09,Gold,54,Cultural,Cooke Inc,Hotel,Colombia,2.0
297,140,5,2024-10-27,2025-10-14,1527.27,Lao People's Democratic Republic,Pending,352,Dana Avila,kathrynsmith@ward.com,New Zealand,2023-12-09,Gold,29,Business,Ruiz-Dunn,Hotel,Western Sahara,
298,23,17,2024-02-26,2025-10-05,1574.92,Guam,Pending,587,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Hernandez-House,Hotel,Suriname,3.0
298,23,17,2024-02-26,2025-10-05,1574.92,Guam,Pending,587,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Hernandez-House,Hotel,Suriname,3.0
299,14,5,2024-06-22,2026-05-06,1543.16,Saint Lucia,Confirmed,683,David Martinez,ssweeney@hotmail.com,Saint Pierre and Miquelon,2024-03-29,Gold,24,Relaxation,Ruiz-Dunn,Hotel,Western Sahara,
301,1,17,2023-12-07,2025-10-15,1913.76,Algeria,Cancelled,678,Richard Marshall,richardfitzpatrick@santos.org,Vietnam,2023-07-11,Platinum,56,Adventure,Hernandez-House,Hotel,Suriname,
302,102,12,2024-09-27,2026-01-07,1212.78,Sudan,Confirmed,467,Joseph Strong,ahanson@gutierrez-johnston.com,Luxembourg,2023-04-03,Platinum,69,Business,Hernandez Group,Airline,Monaco,5.0
303,170,26,2024-12-05,2025-12-22,509.8,Colombia,Confirmed,382,Heather Hayes,xbarker@shepherd.com,Belize,2023-01-26,Gold,22,Romantic,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,1.0
303,170,26,2024-12-05,2025-12-22,509.8,Colombia,Confirmed,382,Heather Hayes,xbarker@shepherd.com,Belize,2023-01-26,Gold,22,Romantic,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,1.0
304,141,18,2023-08-14,2025-08-31,1925.11,Madagascar,Confirmed,748,Stacey Jenkins,xelliott@harris-carter.info,Nepal,2023-08-12,Bronze,34,Relaxation,Cooke Inc,Hotel,Colombia,
305,103,27,2024-11-09,2025-06-16,1916.16,Kyrgyz Republic,Confirmed,219,Nicole Harrington,ashley55@yahoo.com,Costa Rica,2023-09-28,Silver,36,Romantic,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
306,37,11,2025-02-09,2025-12-22,796.61,Rwanda,Pending,316,Jennifer Reed,lorisullivan@jacobson.com,Saudi Arabia,2022-11-06,Gold,45,Relaxation,"Hawkins, Ward and Wagner",Hotel,Iceland,
307,21,29,2023-06-22,2026-03-27,1049.27,Togo,Cancelled,1009,Samantha Adkins,martinezcharles@rubio.com,Malta,2023-07-17,Silver,44,Cultural,Collins-Robles,Hotel,Micronesia,2.0
308,114,9,2024-02-27,2026-04-18,583.83,Malawi,Pending,781,Benjamin Smith,davidgonzalez@yahoo.com,Iraq,2024-05-13,Bronze,67,Business,Peck and Sons,Airline,Namibia,
309,102,1,2023-09-11,2026-05-11,812.71,Italy,Cancelled,973,Joseph Strong,ahanson@gutierrez-johnston.com,Luxembourg,2023-04-03,Platinum,69,Business,Dunn Ltd,Airline,Guernsey,
310,120,16,2024-10-03,2025-08-27,137.7,Reunion,Cancelled,328,Jacqueline Smith,davidsmith@gmail.com,Madagascar,2024-12-17,Silver,65,Relaxation,Gonzalez and Sons,Airline,Pakistan,
311,167,23,2023-07-30,2026-04-27,1960.95,Saint Helena,Confirmed,1002,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Figueroa PLC,Hotel,Greenland,2.0
311,167,23,2023-07-30,2026-04-27,1960.95,Saint Helena,Confirmed,1002,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Figueroa PLC,Hotel,Greenland,2.0
311,167,23,2023-07-30,2026-04-27,1960.95,Saint Helena,Confirmed,1002,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Figueroa PLC,Hotel,Greenland,4.0
312,75,27,2024-06-04,2025-06-10,1706.29,Canada,Confirmed,371,Julia Robinson,mcfarlandbenjamin@hotmail.com,Syrian Arab Republic,2022-11-24,Platinum,36,Adventure,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
313,149,25,2024-11-23,2026-02-25,480.75,Luxembourg,Pending,459,Lawrence Sweeney,monica87@hotmail.com,Finland,2024-07-12,Bronze,55,Cultural,"Harris, Mosley and Mcbride",Airline,Saint Martin,
315,182,17,2024-07-25,2026-02-18,401.67,Mexico,Pending,573,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,Hernandez-House,Hotel,Suriname,3.0
316,81,25,2023-05-17,2025-09-13,494.04,Angola,Confirmed,850,Wayne Davis,rodriguezstacy@gmail.com,Korea,2022-08-25,Silver,24,Cultural,"Harris, Mosley and Mcbride",Airline,Saint Martin,2.0
317,189,6,2023-09-04,2026-04-05,792.4,Reunion,Cancelled,944,Tanya Green,dustin00@yahoo.com,Uganda,2024-07-17,Platinum,26,Adventure,"Gardner, Davis and Weaver",Airline,Peru,
318,16,14,2024-05-15,2025-07-07,1673.44,Puerto Rico,Confirmed,418,Kayla Todd,jamesnicholas@evans-hall.info,Kenya,2025-02-25,Platinum,42,Relaxation,Howard Ltd,Airline,Tanzania,4.0
319,64,20,2024-04-12,2026-02-06,113.05,Bouvet Island (Bouvetoya),Pending,665,Brian Savage,knightrandy@hotmail.com,Bahrain,2022-06-29,Bronze,39,Relaxation,Jones-Yates,Hotel,Eritrea,5.0
320,168,4,2024-01-02,2026-04-11,353.45,Estonia,Pending,830,Jeffrey Norris,felliott@gmail.com,Ireland,2022-09-11,Platinum,66,Relaxation,Nash-Spencer,Hotel,Costa Rica,3.0
320,168,4,2024-01-02,2026-04-11,353.45,Estonia,Pending,830,Jeffrey Norris,felliott@gmail.com,Ireland,2022-09-11,Platinum,66,Relaxation,Nash-Spencer,Hotel,Costa Rica,5.0
320,168,4,2024-01-02,2026-04-11,353.45,Estonia,Pending,830,Jeffrey Norris,felliott@gmail.com,Ireland,2022-09-11,Platinum,66,Relaxation,Nash-Spencer,Hotel,Costa Rica,4.0
321,145,27,2024-12-06,2025-11-07,1263.92,Vanuatu,Pending,336,Richard Taylor,traviscook@hotmail.com,Samoa,2023-07-07,Silver,26,Cultural,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
322,106,23,2024-05-20,2025-07-19,510.89,Kyrgyz Republic,Cancelled,425,Joseph Petersen,dustinhebert@harris.com,Slovenia,2024-05-17,Bronze,18,Business,Figueroa PLC,Hotel,Greenland,
323,193,29,2023-11-11,2025-09-22,1119.81,United States Virgin Islands,Confirmed,681,Zachary Allen,mhaas@vargas-grant.com,Finland,2024-10-08,Bronze,37,Adventure,Collins-Robles,Hotel,Micronesia,
324,93,19,2024-07-09,2025-06-02,959.88,Dominican Republic,Pending,328,Travis Gray,alicia06@hotmail.com,Uganda,2025-01-30,Bronze,62,Cultural,Phillips LLC,Hotel,Iceland,1.0
325,12,9,2023-05-20,2025-07-06,1670.72,Fiji,Cancelled,778,Eric Ward,wsanders@rogers.com,Wallis and Futuna,2023-10-12,Bronze,53,Business,Peck and Sons,Airline,Namibia,4.0
325,12,9,2023-05-20,2025-07-06,1670.72,Fiji,Cancelled,778,Eric Ward,wsanders@rogers.com,Wallis and Futuna,2023-10-12,Bronze,53,Business,Peck and Sons,Airline,Namibia,5.0
326,22,11,2025-01-24,2025-12-08,832.57,Sudan,Pending,318,Victoria Carter,mialuna@yahoo.com,Sao Tome and Principe,2023-06-01,Bronze,70,Business,"Hawkins, Ward and Wagner",Hotel,Iceland,
327,111,11,2025-03-20,2026-05-01,1145.92,Burkina Faso,Cancelled,407,Heidi Floyd,maria76@berry-davis.info,Grenada,2023-04-12,Silver,23,Cultural,"Hawkins, Ward and Wagner",Hotel,Iceland,1.0
327,111,11,2025-03-20,2026-05-01,1145.92,Burkina Faso,Cancelled,407,Heidi Floyd,maria76@berry-davis.info,Grenada,2023-04-12,Silver,23,Cultural,"Hawkins, Ward and Wagner",Hotel,Iceland,4.0
328,161,8,2024-09-21,2025-08-18,565.68,Morocco,Cancelled,331,Gail Brown,patricia14@dawson.com,Azerbaijan,2025-02-24,Silver,25,Adventure,"Castro, Howard and Jackson",Airline,Saint Martin,3.0
329,138,29,2024-04-18,2025-06-17,1306.47,Ethiopia,Confirmed,425,Heather Welch,hensleyjacqueline@yahoo.com,Ukraine,2022-12-25,Silver,57,Adventure,Collins-Robles,Hotel,Micronesia,2.0
329,138,29,2024-04-18,2025-06-17,1306.47,Ethiopia,Confirmed,425,Heather Welch,hensleyjacqueline@yahoo.com,Ukraine,2022-12-25,Silver,57,Adventure,Collins-Robles,Hotel,Micronesia,5.0
330,69,21,2023-05-20,2025-05-18,1529.65,Mongolia,Confirmed,729,Angel Walker,stacey09@yahoo.com,Guinea-Bissau,2024-08-17,Bronze,26,Business,"Monroe, Solis and Howell",Airline,Cyprus,
331,87,14,2024-12-12,2025-11-30,410.3,Turkey,Pending,353,Patricia Rowland,andrea88@gonzalez.com,Luxembourg,2022-12-16,Bronze,66,Relaxation,Howard Ltd,Airline,Tanzania,3.0
333,2,5,2023-09-05,2025-11-20,506.83,Russian Federation,Pending,807,Eric Fisher,lori87@gmail.com,Saint Helena,2023-05-31,Platinum,63,Business,Ruiz-Dunn,Hotel,Western Sahara,2.0
334,42,3,2023-05-15,2025-08-05,1023.46,Nauru,Cancelled,813,Jessica Brown,rodriguezsteven@lewis.net,Hungary,2025-03-07,Platinum,38,Romantic,Mcdonald-Walker,Hotel,Cyprus,
335,146,2,2023-11-01,2025-06-29,1203.81,Jordan,Confirmed,606,Ann Smith,michael69@torres.biz,Germany,2022-05-27,Silver,21,Business,Watts PLC,Hotel,Tuvalu,3.0
336,166,15,2024-11-12,2026-03-28,1284.4,Liberia,Pending,501,Michael Estrada,reidterri@hotmail.com,Namibia,2024-06-12,Platinum,41,Relaxation,"Martinez, Adams and Heath",Hotel,Fiji,2.0
337,126,30,2024-12-12,2026-04-02,1392.2,Sierra Leone,Pending,476,Robert Maldonado,eduardo51@yahoo.com,Svalbard & Jan Mayen Islands,2024-11-22,Gold,51,Relaxation,Williams and Sons,Airline,Liechtenstein,
338,56,14,2024-11-22,2026-01-25,1278.85,British Indian Ocean Territory (Chagos Archipelago),Pending,429,Amanda Mathis,jason11@diaz.com,Mozambique,2025-03-09,Gold,47,Business,Howard Ltd,Airline,Tanzania,
339,162,21,2023-11-22,2026-02-26,1248.74,Saint Pierre and Miquelon,Cancelled,827,Kimberly Warner,michael18@lester.net,United States Minor Outlying Islands,2022-08-18,Platinum,34,Business,"Monroe, Solis and Howell",Airline,Cyprus,
340,116,11,2023-06-01,2025-06-23,556.05,Cayman Islands,Confirmed,753,Amy Barber,qmendoza@juarez-jackson.com,Brazil,2022-12-27,Gold,32,Relaxation,"Hawkins, Ward and Wagner",Hotel,Iceland,
341,116,16,2023-05-31,2026-02-01,923.09,French Guiana,Pending,977,Amy Barber,qmendoza@juarez-jackson.com,Brazil,2022-12-27,Gold,32,Relaxation,Gonzalez and Sons,Airline,Pakistan,
342,37,3,2025-04-15,2026-01-17,869.9,Mayotte,Confirmed,277,Jennifer Reed,lorisullivan@jacobson.com,Saudi Arabia,2022-11-06,Gold,45,Relaxation,Mcdonald-Walker,Hotel,Cyprus,3.0
343,139,26,2024-02-25,2026-03-04,1421.35,Liechtenstein,Cancelled,738,Dr. Richard Nelson,robin13@bowman.com,Zimbabwe,2022-07-09,Gold,19,Business,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,
344,163,13,2023-08-27,2025-11-13,1032.95,South Georgia and the South Sandwich Islands,Cancelled,809,Christopher Wilson,dylan66@howard.com,Equatorial Guinea,2024-02-27,Bronze,25,Romantic,Barker LLC,Hotel,Mali,
345,46,20,2023-05-28,2026-02-16,287.98,Korea,Cancelled,995,William Smith,agarcia@harding-wright.biz,Pakistan,2025-03-01,Gold,47,Cultural,Jones-Yates,Hotel,Eritrea,
346,59,27,2025-01-22,2026-04-16,1067.07,Singapore,Pending,449,William Miller,sarah29@lopez-holmes.info,Philippines,2024-04-15,Bronze,24,Relaxation,"Hunt, Peterson and Chavez",Airline,Turkmenistan,4.0
347,144,2,2023-07-29,2025-11-09,488.21,Gibraltar,Cancelled,834,Michelle Figueroa,oconner@yahoo.com,Sierra Leone,2024-03-12,Platinum,37,Relaxation,Watts PLC,Hotel,Tuvalu,
348,193,13,2025-03-17,2026-01-31,239.19,New Zealand,Confirmed,320,Zachary Allen,mhaas@vargas-grant.com,Finland,2024-10-08,Bronze,37,Adventure,Barker LLC,Hotel,Mali,
349,182,16,2023-11-18,2025-08-20,1153.35,Malawi,Confirmed,641,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,Gonzalez and Sons,Airline,Pakistan,
350,31,28,2024-12-28,2025-07-31,1036.39,Netherlands Antilles,Pending,215,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,"Lara, Peterson and Brown",Airline,Faroe Islands,1.0
350,31,28,2024-12-28,2025-07-31,1036.39,Netherlands Antilles,Pending,215,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,"Lara, Peterson and Brown",Airline,Faroe Islands,5.0
350,31,28,2024-12-28,2025-07-31,1036.39,Netherlands Antilles,Pending,215,Tyler Curtis,rebecca56@glover.info,Guernsey,2022-06-01,Silver,69,Cultural,"Lara, Peterson and Brown",Airline,Faroe Islands,2.0
351,70,28,2025-01-07,2026-02-14,1875.61,Marshall Islands,Confirmed,403,Paul Sandoval,xharris@hotmail.com,Poland,2024-06-07,Bronze,69,Cultural,"Lara, Peterson and Brown",Airline,Faroe Islands,
352,99,17,2025-03-07,2025-06-15,1116.44,Madagascar,Pending,100,Austin Farrell,shepardgeorge@yahoo.com,Ireland,2023-04-13,Silver,66,Romantic,Hernandez-House,Hotel,Suriname,
353,107,14,2023-09-11,2026-05-09,1492.11,Ethiopia,Confirmed,971,Joseph Peterson,mariahill@webb.com,Malta,2024-07-28,Gold,52,Business,Howard Ltd,Airline,Tanzania,
354,3,29,2024-11-30,2026-04-16,1832.95,French Guiana,Confirmed,502,Deborah Hughes,fdavis@gmail.com,Macao,2024-02-09,Silver,59,Romantic,Collins-Robles,Hotel,Micronesia,
355,105,3,2023-12-19,2026-02-02,763.66,Afghanistan,Confirmed,776,Christopher Braun,ashley18@stokes-gomez.com,Heard Island and McDonald Islands,2023-05-19,Silver,33,Cultural,Mcdonald-Walker,Hotel,Cyprus,3.0
355,105,3,2023-12-19,2026-02-02,763.66,Afghanistan,Confirmed,776,Christopher Braun,ashley18@stokes-gomez.com,Heard Island and McDonald Islands,2023-05-19,Silver,33,Cultural,Mcdonald-Walker,Hotel,Cyprus,3.0
356,128,3,2024-03-09,2025-10-11,1535.72,Mozambique,Pending,581,Michelle Fuller,brandyprice@cooper-bradford.com,Cambodia,2023-07-11,Silver,51,Adventure,Mcdonald-Walker,Hotel,Cyprus,
357,52,10,2024-10-28,2026-01-18,88.54,Faroe Islands,Cancelled,447,James Velazquez,smithmegan@yahoo.com,Malawi,2023-09-15,Platinum,67,Adventure,"Porter, Hampton and Sanchez",Airline,Iran,4.0
358,68,20,2024-10-12,2025-08-31,1774.96,Saint Lucia,Pending,323,Erin Brooks,qramos@yahoo.com,Namibia,2023-04-03,Gold,35,Relaxation,Jones-Yates,Hotel,Eritrea,
359,144,16,2024-12-14,2025-08-25,1563.5,Liberia,Pending,254,Michelle Figueroa,oconner@yahoo.com,Sierra Leone,2024-03-12,Platinum,37,Relaxation,Gonzalez and Sons,Airline,Pakistan,
360,8,16,2024-06-15,2026-04-17,591.19,Guatemala,Cancelled,671,Victoria Stevens,pstewart@quinn.com,Japan,2022-06-01,Bronze,33,Romantic,Gonzalez and Sons,Airline,Pakistan,1.0
361,25,23,2023-09-28,2026-04-18,430.52,Tokelau,Cancelled,933,Joseph Snyder,stevensdevin@alvarado.com,Macao,2022-07-28,Gold,42,Relaxation,Figueroa PLC,Hotel,Greenland,
362,158,23,2024-10-29,2025-12-27,888.95,Central African Republic,Cancelled,424,Steven Watson,mcooper@coleman.com,Ecuador,2024-11-15,Gold,61,Adventure,Figueroa PLC,Hotel,Greenland,
363,42,9,2023-07-09,2025-10-11,905.19,Suriname,Cancelled,825,Jessica Brown,rodriguezsteven@lewis.net,Hungary,2025-03-07,Platinum,38,Romantic,Peck and Sons,Airline,Namibia,
364,79,30,2025-03-31,2025-09-07,1053.83,French Southern Territories,Confirmed,160,Jimmy Herrera,qfigueroa@hotmail.com,Netherlands,2022-11-08,Platinum,70,Romantic,Williams and Sons,Airline,Liechtenstein,4.0
364,79,30,2025-03-31,2025-09-07,1053.83,French Southern Territories,Confirmed,160,Jimmy Herrera,qfigueroa@hotmail.com,Netherlands,2022-11-08,Platinum,70,Romantic,Williams and Sons,Airline,Liechtenstein,4.0
365,127,4,2024-08-20,2026-02-03,545.33,Yemen,Cancelled,532,Raymond Armstrong,omoore@hotmail.com,Pitcairn Islands,2023-12-16,Silver,60,Adventure,Nash-Spencer,Hotel,Costa Rica,3.0
365,127,4,2024-08-20,2026-02-03,545.33,Yemen,Cancelled,532,Raymond Armstrong,omoore@hotmail.com,Pitcairn Islands,2023-12-16,Silver,60,Adventure,Nash-Spencer,Hotel,Costa Rica,3.0
366,92,6,2025-01-02,2025-06-09,990.35,Venezuela,Confirmed,158,Sarah Thompson,stantonjoshua@hotmail.com,Andorra,2022-11-09,Silver,49,Business,"Gardner, Davis and Weaver",Airline,Peru,
367,167,24,2024-05-15,2026-04-25,699.42,Kazakhstan,Cancelled,710,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Gonzalez and Sons,Hotel,Singapore,
368,195,6,2024-02-04,2025-07-21,1614.43,Cote d'Ivoire,Confirmed,533,Steven Cole,jessica77@hotmail.com,Germany,2023-05-18,Silver,33,Adventure,"Gardner, Davis and Weaver",Airline,Peru,
369,6,13,2023-12-24,2025-08-11,368.25,United Kingdom,Pending,596,Carol Shaw,jonathan72@powell.com,Hungary,2024-02-20,Platinum,19,Romantic,Barker LLC,Hotel,Mali,5.0
370,26,15,2023-10-28,2025-11-04,1163.48,Iceland,Confirmed,738,Kevin Kerr,patriciajames@king.info,Malaysia,2023-08-24,Silver,66,Adventure,"Martinez, Adams and Heath",Hotel,Fiji,2.0
371,84,8,2023-11-10,2025-09-13,294.84,Wallis and Futuna,Pending,673,Dr. Curtis Miller Jr.,iluna@yahoo.com,Senegal,2022-10-13,Silver,61,Romantic,"Castro, Howard and Jackson",Airline,Saint Martin,1.0
371,84,8,2023-11-10,2025-09-13,294.84,Wallis and Futuna,Pending,673,Dr. Curtis Miller Jr.,iluna@yahoo.com,Senegal,2022-10-13,Silver,61,Romantic,"Castro, Howard and Jackson",Airline,Saint Martin,2.0
372,23,25,2023-10-15,2026-02-27,1529.9,United States of America,Confirmed,866,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,"Harris, Mosley and Mcbride",Airline,Saint Martin,
373,193,29,2024-12-23,2025-07-06,821.11,India,Pending,195,Zachary Allen,mhaas@vargas-grant.com,Finland,2024-10-08,Bronze,37,Adventure,Collins-Robles,Hotel,Micronesia,
374,147,5,2024-06-03,2026-04-12,1115.32,Burkina Faso,Pending,678,Erica Navarro,jwood@hotmail.com,Macao,2025-01-13,Silver,39,Romantic,Ruiz-Dunn,Hotel,Western Sahara,
375,105,29,2024-01-28,2026-03-13,391.98,Armenia,Pending,775,Christopher Braun,ashley18@stokes-gomez.com,Heard Island and McDonald Islands,2023-05-19,Silver,33,Cultural,Collins-Robles,Hotel,Micronesia,5.0
375,105,29,2024-01-28,2026-03-13,391.98,Armenia,Pending,775,Christopher Braun,ashley18@stokes-gomez.com,Heard Island and McDonald Islands,2023-05-19,Silver,33,Cultural,Collins-Robles,Hotel,Micronesia,2.0
376,12,24,2024-08-15,2025-07-15,1751.43,Falkland Islands (Malvinas),Cancelled,334,Eric Ward,wsanders@rogers.com,Wallis and Futuna,2023-10-12,Bronze,53,Business,Gonzalez and Sons,Hotel,Singapore,
377,32,9,2025-01-29,2026-01-23,1238.6,Bhutan,Cancelled,359,Neil Anderson,contrerasrobert@hoffman.com,France,2024-05-13,Platinum,44,Romantic,Peck and Sons,Airline,Namibia,
378,100,29,2024-09-08,2025-07-01,680.62,Turkey,Cancelled,296,Lisa Hunt,laurieharris@hotmail.com,Portugal,2025-03-29,Gold,18,Business,Collins-Robles,Hotel,Micronesia,
379,152,26,2023-08-22,2025-11-28,186.82,India,Pending,829,Kyle Warren,bstephens@nichols.com,Ghana,2022-08-06,Gold,23,Cultural,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,
380,83,10,2023-11-02,2025-09-29,257.46,Panama,Cancelled,697,Anthony White,ehawkins@yahoo.com,Mozambique,2023-08-30,Platinum,44,Business,"Porter, Hampton and Sanchez",Airline,Iran,3.0
381,182,16,2024-12-29,2026-03-16,1829.34,Greenland,Cancelled,442,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,Gonzalez and Sons,Airline,Pakistan,
382,121,7,2023-06-19,2025-11-29,783.83,Grenada,Cancelled,894,Heidi Dixon,stewartangela@fowler.com,Timor-Leste,2022-12-07,Gold,28,Relaxation,Williams-Sexton,Hotel,United States of America,5.0
382,121,7,2023-06-19,2025-11-29,783.83,Grenada,Cancelled,894,Heidi Dixon,stewartangela@fowler.com,Timor-Leste,2022-12-07,Gold,28,Relaxation,Williams-Sexton,Hotel,United States of America,5.0
383,125,3,2023-07-07,2026-01-21,532.8,Cayman Islands,Confirmed,929,Charles Robinson,manuelking@stephens-baker.net,Madagascar,2022-12-16,Gold,33,Cultural,Mcdonald-Walker,Hotel,Cyprus,
